ID,Prompt,PhraseA,PhraseB,Test 2
4447,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is happy_to_help_with_Covid_restriction. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,happy_to_help_with_Covid_restriction,Yes
4448,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is felt_like_home_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,felt_like_home_staff,Yes
4449,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_feel_like_home. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_feel_like_home,No
4450,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is happy_to_help_any_situation. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,happy_to_help_any_situation,Yes
4451,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is happy_to_help_any_question. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,happy_to_help_any_question,Yes
4452,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_recommend_place_to_visit. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_recommend_place_to_visit,Yes
4453,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is easy_to_deal_with. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,easy_to_deal_with,No
4454,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is gone_above_and_beyond_to_help_us. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,gone_above_and_beyond_to_help_us,No
4455,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_arrange_taxi_to_airport. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_arrange_taxi_to_airport,Yes
4456,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is alway_smile. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,alway_smile,Yes
4457,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is glad_to_help. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,glad_to_help,No
4458,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is fantastic_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,fantastic_staff,No
4459,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is quick_response_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,quick_response_staff,Yes
4460,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is flexible_to_our_schedule. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,flexible_to_our_schedule,Yes
4461,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_wait_for_arrival_after_open_hour. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_wait_for_arrival_after_open_hour,Yes
4462,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_room_ready_early. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_room_ready_early,Yes
4463,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is great_energy_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,great_energy_staff,Yes
4464,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_sure_we_had_great_stay. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_sure_we_had_great_stay,Yes
4465,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is customer-centric_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,customer-centric_staff,Yes
4466,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_free_room_upgrade. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_free_room_upgrade,Yes
4467,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_sure_we_had_everything. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_sure_we_had_everything,Yes
4468,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_any_possible_way. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_any_possible_way,Yes
4469,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_take_to_room. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_take_to_room,Yes
4470,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_prime_parking. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_prime_parking,No
4471,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is pleasing_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,pleasing_staff,Yes
4472,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is good_communication. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,good_communication,Yes
4473,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_keen_to_please. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_keen_to_please,Yes
4474,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is brilliant_communication_prior_arrival. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,brilliant_communication_prior_arrival,No
4475,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_nothing_too_much_for_them. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_nothing_too_much_for_them,Yes
4476,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is willing_to_help. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,willing_to_help,No
4477,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is make_stay_enjoyable. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,make_stay_enjoyable,No
4478,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_ensure_our_stay_plesant. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_ensure_our_stay_plesant,Yes
4479,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is great_hospitality_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,great_hospitality_staff,Yes
4480,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is best_staff_ever. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,best_staff_ever,No
4481,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is pleased_by_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,pleased_by_staff,Yes
4482,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_with_taxi. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_with_taxi,Yes
4483,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is satisfied_service. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,satisfied_service,No
4484,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_facilitate_shuttle_service_from_airport. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_facilitate_shuttle_service_from_airport,Yes
4485,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is responsive_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,responsive_staff,Yes
4486,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is great_management. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,great_management,No
4487,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_borrow_converter. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_borrow_converter,Yes
4488,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_borrow_luggage_scale. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_borrow_luggage_scale,No
4489,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is effective_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,effective_staff,Yes
4490,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is good_customer_service. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,good_customer_service,Yes
4491,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_take_are_of_girl. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_take_are_of_girl,Yes
4492,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is kind-hearted_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,kind-hearted_staff,Yes
4493,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_recommend_place. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_recommend_place,No
4494,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_recommend_route. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_recommend_route,No
4495,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is superb_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,superb_staff,Yes
4496,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is good_team. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,good_team,Yes
4497,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is good_hospitality_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,good_hospitality_staff,No
4498,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is willing_people. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,willing_people,Yes
4499,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is ready_to_help. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,ready_to_help,Yes
4500,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_invite_to_sit. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_invite_to_sit,No
4501,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_invite_to_drink. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_invite_to_drink,Yes
4502,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is grateful_for_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,grateful_for_staff,No
4503,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_hotel_great. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_hotel_great,Yes
4504,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is warm_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,warm_staff,No
4505,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is willing_to_do_more. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,willing_to_do_more,No
4506,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_guest_better_stay. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_guest_better_stay,Yes
4507,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_offer_adapter. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_offer_adapter,Yes
4508,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_keep_hotel_spotless. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_keep_hotel_spotless,No
4509,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_make_guest_comfortable. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_make_guest_comfortable,Yes
4510,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_amazing. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_amazing,Yes
4511,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_work_hard_to_keep_hotel_in_good_condition. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_work_hard_to_keep_hotel_in_good_condition,Yes
4512,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is happy_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,happy_staff,No
4513,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is greet_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,greet_staff,No
4514,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is knowledgeable_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,knowledgeable_staff,No
4515,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_speak_French. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_speak_French,No
4516,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is competent_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,competent_staff,No
